Alignment  Sheet,Legal Location,Approximate KP,Tract No.,Environmental Issue(s),Observation(s) in 2010,Observation(s) in 2011,Repairs to Date  (2010 and 2011),Status,Recommended Measure(s) to Resolve Issue(s) and Schedule,VEC,GIS,Topic
42,SE 13-23-1,586.5,2493.01,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
42,SE 13-23-1,586.7,2493.01 2493.02,ITopography – Slopes Soils – Erosion Water Quality and Quantity skwao Creek (Tributary to Qu’Appelle River),SPoor vegetation establishment on both banks on construction right-of-way. ilt fencing damaged on southeast bank.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in 2010.,Resolved,None.,,W3M,
42,SW 16-23-29 to NE 9-23-29,587.4 to 589.0,2494 2495 2495.01,Vegetation - Weeds,Issue reported by construction contractor.,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W2M,
42,SW 16-23-29,587.3 to 587.5,2494,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
42,NW 9-23-29,587.7,2495,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
42,NE 9-23-29,588.0 to 589.0,2495.01,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
42,NW 10-23-29,589.0 to 589.1,2496,Vegetation - Weeds,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W2M,
42,SW 10-23-29 to NE 3-23-29,589.1 to 590.8,2497 2497.01 2498,Vegetation - Weeds,Issue reported by construction contractor.,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W2M,
42,SW 10-23-29,589.2,2497,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,Moderate vegetation establishment observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Monitor grass growth in 2012.,,W2M,
42,SE 10-23-29,589.9 to 590.6,2497.01,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,Moderate vegetation establishment observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Monitor grass growth in 2012.,,W2M,
42,NE 3-23-29,590.80 to 590.88,2498,Wetland Class Overall: IV Wetland Class on construction right-of-way: IV 2008 Health: no baseline assessment completed,Health: unhealthy (28%).  Weeds: perennial sow-thistle. Bare ground on construction right-of-way. Heavily disturbed by cattle.,Health: Healthy with Problems (63%) Wetland is considered Resolved based on comparison with wetland condition immediately off construction right-of-way,Reseeded in summer 2011.,Resolved,None.,,W2M,
42,SE 2-23-29,592.20 to 592.27,2501,Wetland Class Overall: IV Wetland Class on construction right-of-way: IV 2008 Health: no baseline assessment completed,"Health: healthy with problems (63%). Weeds: creeping thistle, perennial sow-thistle. Undesirable species on construction right-of-way. Elevated trench crown (approx. 15 cm). Erosion (less than 5%). Bare ground on construction right-of-way. Surface water ponding on construction right-of-way.",Health: Healthy with Problems (58%) Wetland is considered Resolved based on comparison with wetland condition immediately off construction right-of-way,--,Resolved,None.,,W2M,
42,SE 2-23-29,592.7,2501,Soils - Subsidence,Sink hole at edge of road observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W2M,
42,SE 1-23-29,593.8,2502.01,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in 2010.,Resolved,None.,,W2M,
42 to 43,SW 36-22-29,595.4 to 596.2,2506,Vegetation - Weeds,Moderate density of white cockle and nodding thistle observed on construction right-of-way during ground reconnaissance.,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W2M,
42 to 43,SW 36-22-29,595.9,2506,Vegetation - Establishment,Issue reported by construction contractor.,Moderate vegetation establishment observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Unresolved,Monitor grass growth in 2012.,,W2M,
42 to 43,SW 36-22-29,596.2,2506,UTopography – Slopes Soils – Erosion Water Quality and Quantity nnamed Creek (Tributary to Qu’Appelle River),Poor vegetation establishment on both banks on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Resolved,None.,,W2M,
43,SW 29-22-28,599.2 to 599.7,2512,Vegetation - Weeds,Moderate density of scentless chamomile observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
43,NW 20-22-28,599.7 to 599.8,2513,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W2M,
43,SE 21-22-28,602.45 to 605.51,2515,Wetland Class Overall: IV Wetland Class on construction right-of-way: IV 2008 Health: healthy (80%),"Health: healthy with problems (63%).  Weeds: creeping thistle, perennial sow-thistle. Landowner has cultivated through north half of construction right-of-way. Ponding on construction right-of-way determined to be natural.",Health: Healthy (80%),--,Resolved,None.,,W2M,
43,SE 21-22-28,602.6,2515.01,Soils - Subsidence,Minor subsidence observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
43,NW 11-22-28,605.7,2521,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W2M,
43,NW 11-22-28,605.7 to 606.2,2521,Soils - Rutting,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Rutting repaired in 2010.,Resolved,None.,,W2M,
43,N 1/2 11-22-28,605.7 to 607.1,2521  2522,Vegetation - Crop Growth,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Monitor crop growth in 2012.,,W2M,
43,NE 11-22-28,607.1,2522,Soils - Subsidence,Moderate subsidence observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W2M,
43,SW 12-22-28,607.15,2524,Soils - Subsidence,Minor subsidence observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired by landowner in 2010.,Resolved,None.,,W2M,
43,SE 12-22-28,608.65,2524.01,Soils - Rutting,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Rutting repaired by landowner in 2010.,Resolved,None.,,W2M,
43,NE 1-22-28,608.65 to 609.0,2525,Vegetation - Weeds,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Weeds mowed in 2010.,Resolved,None.,,W2M,
44,NW 6-22-27 to SE 6-22-27,609.05 to 611.0,2526 to 2528,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W2M,
44,SW 5-22-27,611.0 to 611.6,2529,Vegetation - Weeds,Moderate density of kochia and lamb's-quarters observed on construction right-of-way during ground reconnaissance.,Unable to access land due to construction at the time of survey.,--,Unresolved,Monitor in 2012.,,W2M,
44,SW 5-22-27,611.6,2529,Soils - Subsidence,Issue reported by construction contractor.,Unable to access land due to construction at the time of survey.,Subsidence repaired by landowner in 2010.,Unresolved,Monitor in 2012.,,W2M,
44,NW 32-21-27,611.6 to 612.0,2530,Vegetation - Weeds,"Moderate density of nodding thistle, false ragweed and lamb's-quarters on construction right-of-way.",Unable to access land due to construction at the time of survey.,--,Unresolved,Monitor in 2012.,,W2M,
44,SW 33-21-27,613.7,2533,Soils - Subsidence,--,Moderate subsidence observed on construction right-of-way by Environmental Inspector in fall 2011.,Subsidence repaired in summer 2011.,Unresolved,Monitor in 2012.,,W2M,
44,SW 33-21-27,613.8 to 614.1,2533,Vegetation - Weeds,"Moderate density of nodding thistle, kochia and lamb's-quarters on construction right-of-way.",Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W2M,
44,SE 33-21-27,614.1 to 614.2,2534,Vegetation - Weeds,"Moderate density of nodding thistle, kochia and lamb's-quarters observed on construction right-of-way during ground reconnaissance.",Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W2M,
44,NE 28-21-27,614.2,2535,Soils - Erosion,Rill erosion observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Erosion repaired in summer 2011.,Resolved,None.,,W2M,
44,NE 28-21-27,614.7,2535,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired by landowner in 2010.,Resolved,None.,,W2M,
44,NE 28-21-27,614.3 to 614.5,2535,Vegetation – Weeds Unnamed Drainage (Tributary to Qu’Appelle River),Low density of scentless chamomile on southeast bank on construction right-of-way.,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds picked summer 2011.,Unresolved,Monitor in 2012.,,W2M,
44,NE 28-21-27 to  SE 27-21-27,614.5 to 616.5,2535 2536 2536.01 2536.02,Vegetation - Weeds,--,High density of nodding thistle observed on construction right-of-way by Environmental Inspector.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W2M,
44,NE 22-21-27,616.6 to 617.5,2537,Vegetation - Weeds,"Moderate density of flixweed, false ragweed and lamb's-quarters observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,Weeds controlled by landowner in 2010.,Resolved,None.,,W2M,
44,NW 23-21-27,617.5 to 617.8,2538,Vegetation - Crop Growth,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Monitor crop growth in 2012.,,W2M,
44,SW 23-21-27,617.8 to 618.1,2539,Vegetation - Weeds,"Moderate density of narrow-leaved hawk's-beard, false ragweed and lamb's-quarters observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
44,SW 23-21-27,617.90 to 617.94,2539,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: healthy (86%),Health: unhealthy (52%).  Weeds: perennial sow-thistle. Bare ground on construction right-of-way. Rutting (5%). Landowner has cultivated wetland edge. Ponding on construction right-of-way due to lack of wetland vegetation.,Health: Healthy (80%),--,Resolved,None.,,W2M,
44,NW 13-21-27,619.8 to 620.1,2542,Vegetation - Weeds,High density of nodding thistle observed on construction right-of-way during ground reconnaissance.,High density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds controlled in 2010.,Unresolved,Follow weed control plan and monitor in 2012.,,W2M,
